created_at,edge_type,src_party,src_wing,dst_party,dst_wing,src_account,dst_account,full_text,preds_binary,preds_prob
2019-05-27 10:31:50+00:00,user_mentions,Avoda,Left,Culanu,Right,Ayeletnnv,Meravbenari,@Meravbenari @zviashkenazi @KahlonMoshe @sbyifat מרבי.בורקס.רק בורקס עם צבי.איילת,0,0.5683975
2019-05-27 10:31:50+00:00,user_mentions,Avoda,Left,Culanu,Right,Ayeletnnv,KahlonMoshe,@Meravbenari @zviashkenazi @KahlonMoshe @sbyifat מרבי.בורקס.רק בורקס עם צבי.איילת,0,0.5683975
2019-05-27 10:31:50+00:00,user_mentions,Avoda,Left,Culanu,Right,Ayeletnnv,sbyifat,@Meravbenari @zviashkenazi @KahlonMoshe @sbyifat מרבי.בורקס.רק בורקס עם צבי.איילת,0,0.5683975
2019-05-27 09:09:36+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,כתבת בציוצ שלך. מה אתה מתערב בציוצ שלי.,1,0.6245858
2019-05-27 05:25:07+00:00,free_mentions,Avoda,Left,Likud,Right,Ayeletnnv,IsraeliPM,"בואו. יש משהו מהקארמה בכך שמי שהיה האיש שדחף את נתניהו לאן שהגיע יהיה זה שימשוך לו את השטיח תחת הרגליים. וכן, קארמה היא....",1,0.49103144
2019-05-27 05:25:07+00:00,free_mentions,Avoda,Left,Likud,Right,Ayeletnnv,netanyahu,"בואו. יש משהו מהקארמה בכך שמי שהיה האיש שדחף את נתניהו לאן שהגיע יהיה זה שימשוך לו את השטיח תחת הרגליים. וכן, קארמה היא....",1,0.49103144
2019-05-26 17:30:54+00:00,user_mentions,Avoda,Left,Likud,Right,Ayeletnnv,drAnatBerko,"@UmvTcnTzQSeNvsu @OvedYehezkel @drAnatBerko מושתק,סתם כי אני יכולה 😄",0,0.9366184
2019-05-26 16:56:16+00:00,user_mentions,Avoda,Left,Likud,Right,Ayeletnnv,drAnatBerko,"בזמן שאתם מתארגנים לבחירות 😉 אנחנו בונים ממשלת צללים בבינתחומי -@OvedYehezkel , פרופ׳ בועז גנור, @drAnatBerko ואני. https://t.co/IjikIPSAXk",0,0.86103237
2019-05-25 18:18:18+00:00,user_mentions,Avoda,Left,Blue and White,Center,Ayeletnnv,gantzbe,"@yoni12009 @gantzbe נהנית לקרוא לך באופן לא פרלמנטרי:קשקשן. תזכור להיות ימין זה סופר לגיטימי, להיות קיצוני מכל כיוון זה רע לישראל.  נ.ב אני החלטתי עבור עצמי.יש לי הרגשה שיותר עצובים שאני בחוץ מאלה ששמחים שהוא בפנים.  שבוע טוב לכל ישראלי וישראלית",0,0.98047423
2019-05-25 17:49:01+00:00,user_mentions,Avoda,Left,Blue and White,Center,Ayeletnnv,gantzbe,הנוהרים האלה בכל מקום 😁 @gantzbe https://t.co/VJr8W06n6U,0,0.8575099
2019-05-25 09:03:29+00:00,user_mentions,Avoda,Left,Yesh Atid,Center,Ayeletnnv,KElharrar,@KElharrar נחנקת מזה. אידיוטים!!!!!!,0,0.7236925
2019-05-24 18:05:41+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@yoav_nahmias חיבוק אח שלי 😥💜,0,0.9489745
2019-05-24 16:46:51+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,"הדבר שהיה הכי קשה כשאבא שלי נפטר זאת הידיעה שכל דבר שיקרה מעכשיו,הוא כבר לא יראה - ילדים,בתים,רגעים. משהו עכשיו הבזיק לי את זה. געגועים זה המזון האמיתי של ימי שישי. שבת שלום.",0,0.94538605
2019-05-24 14:32:16+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@zviashkenazi סמוטריץ׳.רביעי.מהצד של משפחת פיין.של סבא שלי מצפת.משפחה מאוד מיוחדת.לאמא שלי ואמא שלו יש אותו סבא רבא ר׳ דוד אייזנברג ממייסדי יסוד המעלה.איילת,0,0.9977525
2019-05-24 13:12:50+00:00,quoted_status,Avoda,Left,Ichud Hayamin,Right,Ayeletnnv,bezalelsm,"אין גבול לטיעוני ההבל ועיזבו את העניין המשפטי - שופטים ערבים הם אוטומטיים שמרניים וסך הכל זה הגיוני כי הם בטח נולדו בבית חולים שבו הפרידו בין יולדות יהודיות וערביות !  מערכת המשפט לא עובדת אצלך ולא עובדת אצלי. עוד רגע שבת, לך תנוח. https://t.co/bU5TN3mvEr",1,0.9891951
2019-05-23 19:53:10+00:00,user_mentions,Avoda,Left,Meretz,Left,Ayeletnnv,zehavagalon,כבר היו לי משברים רציניים יותר כשנשברה לי ציפורן ולא הייתה פצירה זמינה.  אנא המשיכו את שרשור המשבר של קווין @zehavagalon https://t.co/sjR3viIdOy,1,0.97700375
2019-05-23 19:53:10+00:00,quoted_status,Avoda,Left,Meretz,Left,Ayeletnnv,zehavagalon,כבר היו לי משברים רציניים יותר כשנשברה לי ציפורן ולא הייתה פצירה זמינה.  אנא המשיכו את שרשור המשבר של קווין @zehavagalon https://t.co/sjR3viIdOy,1,0.97700375
2019-05-23 03:35:01+00:00,user_mentions,Avoda,Left,Culanu,Right,Ayeletnnv,Meravbenari,@Meravbenari @BarakRavid ברקקקקק 🎂 יומולדת שמח,0,0.9049497
2019-05-22 14:26:38+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@BenCaspit @Syechimovich בובות של אייכמן 🔥,0,0.60725933
2019-05-22 06:22:11+00:00,free_mentions,Avoda,Left,Likud,Right,Ayeletnnv,IsraeliPM,@YotYotam החרשות של הקואליציה היא משהו.תוקפים באלימות את שלטון החוק ומייצגיה ואז מתפלאים שמאבדים בדרך גם את מי שחושב שיש בעיה באקטיביזם השיפוטי (כמוני).פסקת התגברות מורחבת נוסח נתניהו היא אכן בעייתית כי נועדה להיות השלייקס הפרטיים שלו.,0,0.46349874
2019-05-22 06:22:11+00:00,free_mentions,Avoda,Left,Likud,Right,Ayeletnnv,netanyahu,@YotYotam החרשות של הקואליציה היא משהו.תוקפים באלימות את שלטון החוק ומייצגיה ואז מתפלאים שמאבדים בדרך גם את מי שחושב שיש בעיה באקטיביזם השיפוטי (כמוני).פסקת התגברות מורחבת נוסח נתניהו היא אכן בעייתית כי נועדה להיות השלייקס הפרטיים שלו.,0,0.46349874
2019-05-21 11:13:34+00:00,user_mentions,Avoda,Left,Blue and White,Center,Ayeletnnv,ZviHauser,&gt;ידידי @ZviHauser זאת השעה להתגייס למשימת *תיקוני החקיקה* כשומרי מורשתה של המדינה.אסור שהדברים הללו ינצלו במקרה כפי שהיה בשני המקרים. @oferaderet @yaircherki,1,0.46215323
2019-05-20 17:41:22+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,"@Metahgaviha @Mottikalil @yaronavraham הי קליל.לא זוכרת שביקשת תגובה אבל לא חושבת שזה היה מכוון כי אני עונה גם למה שלא נוח לי במיוחד. ועם זאת פוליטיקאים ״חיים״ עם העיתונאים ואלה מערכות יחסים יותר יומיומיות, אז ממש לא מבינה מה הבעיה באיחולים שלי. בכל מקרה ",1,0.99165666
2019-05-20 14:12:20+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,YossiYonah,@YossiYonah @Meravbenari @i24NEWS_EN חמדמדים,0,0.7236925
2019-05-20 14:12:20+00:00,user_mentions,Avoda,Left,Culanu,Right,Ayeletnnv,Meravbenari,@YossiYonah @Meravbenari @i24NEWS_EN חמדמדים,0,0.7236925
2019-05-19 07:22:22+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@ruthlessrousso שרשור מרגש רותילה 💜 ככה הייתה סבתא שלי עם אחיותיה התאומות שאימן נפטרה בלידתן. יותר אמא מאחות ויותר סבתא מאשר דודה לילדיהן. שתזכה לעוד הרבה רגעי נחת.,0,0.9951645
2019-05-19 07:04:31+00:00,user_mentions,Avoda,Left,Ichud Hayamin,Right,Ayeletnnv,bezalelsm,@aviadglickman @bezalelsm באמת חתיכת סמולן 🤦‍♀️,1,0.89882374
2019-05-18 20:02:00+00:00,user_mentions,Avoda,Left,Culanu,Right,Ayeletnnv,Meravbenari,@Meravbenari דווקא לא ככ אהבתי למרות שהוא פייבוריט,0,0.95353115
2019-05-18 09:22:12+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@odedkramer רגע.כמו עם המתכונים שלי.תדריך צעד צעד.,0,0.5683975
2019-05-18 07:20:44+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,ishmuli,@ishmuli 💜 אוהבים,0,0.9667935
2019-05-17 16:04:26+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@talialin @ramivered @guycotev @rubih67 את לא מבינה דודה שלי הסתכלה עליהם קודם ופתאום אמרה לי: יש סיכוי שלילה אחד הם פשוט יעיפו אתכם מהמיטה 😂,1,0.71688116
2019-05-17 15:11:37+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,ishmuli,@yomchadash @ishmuli ילד צריך הורים שרוצים בו. שבת שלום,0,0.99260193
2019-05-17 12:58:21+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,ishmuli,@yomchadash @ishmuli משפחה נהדרת. לא רוצה להטיל ספק ב״נורמליות״ של המשפחה שלך. בכל זאת ערב שבת.,1,0.57670265
2019-05-17 12:54:06+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,ishmuli,"מעגל של אהבה סביב נבו - איציק אהובנו, ערן המהמם, התרגשנו כל כך 💜 @ishmuli https://t.co/tsFfPNc8Ap",0,0.88061535
2019-05-17 11:20:35+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,"@MotyCristal @danaspec מה הוא קופייץ 😁 בהחלט יש,מופעל אחרת לגמרי.אחרי שצדת אתה לא חושב על החיה. אלה מבינינו שיודעות גם לצוד, מתייסרות על זה 😁 @danaspec איך התשובה שלי ?",1,0.73059404
2019-05-17 05:44:54+00:00,user_mentions,Avoda,Left,Meretz,Left,Ayeletnnv,zehavagalon,@zehavagalon קווין z 👸,0,0.7236925
2019-05-17 05:42:23+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@ShimonBurshtein @orenhelman @AviBenayahu @sicuyshave @MaarivOnline @kereneubach נכון שמעון. טעות שלי זה המינוח.,1,0.4644305
2019-05-16 10:52:39+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,HilikBar,@HilikBar אתה מאוד ראוי 🌷💜,0,0.9746693
2019-05-16 10:47:25+00:00,free_mentions,Avoda,Left,Likud,Right,Ayeletnnv,IsraeliPM,חברים מהימין.יכול להיות שהסברתם ואני לא קלטתי. מה ההבדל בין אולמרט לנתניהו. אנא פרטו נמקו והסבירו לשמאלנית (יש יאמרו ״שמאלנית דמיקולו״...) שמנסה להעמיק את הדיון ולבדוק איך חברי ליכוד וקדימה שהצביעו אז בעד ירימו יד בעד *חסינות פרסונלית*. https://t.co/ifTQNB4PYD,1,0.6731658
2019-05-16 10:47:25+00:00,free_mentions,Avoda,Left,Likud,Right,Ayeletnnv,netanyahu,חברים מהימין.יכול להיות שהסברתם ואני לא קלטתי. מה ההבדל בין אולמרט לנתניהו. אנא פרטו נמקו והסבירו לשמאלנית (יש יאמרו ״שמאלנית דמיקולו״...) שמנסה להעמיק את הדיון ולבדוק איך חברי ליכוד וקדימה שהצביעו אז בעד ירימו יד בעד *חסינות פרסונלית*. https://t.co/ifTQNB4PYD,1,0.6731658
2019-05-16 10:47:25+00:00,free_mentions,Avoda,Left,Likud,Right,Ayeletnnv,Likud_Party,חברים מהימין.יכול להיות שהסברתם ואני לא קלטתי. מה ההבדל בין אולמרט לנתניהו. אנא פרטו נמקו והסבירו לשמאלנית (יש יאמרו ״שמאלנית דמיקולו״...) שמנסה להעמיק את הדיון ולבדוק איך חברי ליכוד וקדימה שהצביעו אז בעד ירימו יד בעד *חסינות פרסונלית*. https://t.co/ifTQNB4PYD,1,0.6731658
2019-05-15 06:06:44+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@SivanRahav @rafih2006 גידלתי יפה את היועצים שלי 😁 אבל במקרה של @rafih2006 ואוריאן אשתו זה משהו מיוחד במינו 💜,1,0.6325663
2019-05-14 05:50:48+00:00,user_mentions,Avoda,Left,Meretz,Left,Ayeletnnv,zehavagalon,"@zehavagalon דייקי נא, ויקום המלפפון וירביץ לגנן 🥒אבל אולי את צודקת ובמקרה הזה מדובר בבצל ״אם אהרון ברק היה אדם משכיל *מעט* יותר....״ אני ממש לא נמצאת בפינה של האקטיביזם נוסח ברק אבל יש גבול לכמה אפשר להצחיק אותי על הבוקר קווין Z 😂",0,0.96667117
2019-05-14 05:39:16+00:00,user_mentions,Avoda,Left,Blue and White,Center,Ayeletnnv,gantzbe,"@israeli_falcon @manbatron @gantzbe כן כן בז נשמה.היית אומר שאתה בעד גם אם זאת ממשלה בראשותנו ? נו.ואנחנו בודאי לא טוענים שנדרש כסף לקיום הבלתי מעורבים בעזה,הבעיה היא הרגלי הפרוטקשן ההזויים שהכניסו אותנו לסחרור.",1,0.99698716
2019-05-14 04:17:33+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Ayeletnnv,"@zviashkenazi @tomashinyu3 צבי.שכחת גם את הפרט המוכמן היטב הבא.במסיבת הסיום בביהס אליאנס בשנת 1988 שרו סולו לצידו ירדן בר כוכבא המוכרת כירדן בר כוכבא המוכשרת ואיילת נחמיאס המוכרת כאיילת נחמיאס ורבין.יש לציין שבעוד באלט של יום יבוא קולה הסעיר,בגבוהים של הפ",1,0.9488211
2019-05-13 18:04:51+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,"&gt; סיפרתי לו שזה לא היה קל לאמא שלי אבל כמוהו כתבו לי עוד רבים והעובדה שהצלחתי לחבק ולחזק,משמחת אותי. ועדיין את המילה המפורשת ״התאבדות״ שנינו התקשינו להגות 😥",0,0.85763466
2019-05-13 18:03:08+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,"היום,ניגש אלי מ׳ בהתרגשות גדולה.הוא הודה לי על הטור שכתבתי על דוד שלי ב @ynetnews ביום הזיכרון וסיפר לי על אחותו.הוא נעמד ושפך את ליבו ואמר כמה הוא התחזק מהטור,כי אצלם זה קרה לפני שנה בקושי והתחושה הבלתי נסבלת שמסתכלים עליהם כאילו הם אשמים או יש בהם מום&gt;",1,0.9854752
2019-05-13 15:22:01+00:00,user_mentions,Avoda,Left,Blue and White,Center,Ayeletnnv,gantzbe,"בטון ממלכתי אבל בטוח,טווה @gantzbe את הדרך ומתווה את המאבק. הרבה כח ואיכות היו בנאום הזה, ובתחבולות תעשה לך מלחמה, גם הרמטכ״ל הזה מבין.",0,0.8927319
2019-05-13 07:13:29+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@sharonkidon תקשיבו טוב! השפיע על הנהיגה שלי מאוד. קצת פחות ציניות 😁,0,0.51405984
2019-05-12 19:04:23+00:00,user_mentions,Avoda,Left,Culanu,Right,Ayeletnnv,Meravbenari,@Meravbenari העיקר שיפצ׳ היא לא בוטית 😁,0,0.66898996
2019-05-12 07:23:29+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,"@yoav_nahmias @RoloMcBS דבר אחד בטוח אתם מנהלים את הויכוח באופן ראוי שקשה למצוא כאן-בנימוס ובקשב. אנחנו משפחה מסורתית בעיני עצמנו,אוהבי יהדות,מטורפים על ישראל שהיא כפי שהיא בגלל יסודותיה גם ביהדות וגם בדמוקרטיה. אני רואה את הדברים אחרת מיואב בעניין של לינ",0,0.986043
2019-05-11 17:45:46+00:00,quoted_status,Avoda,Left,Avoda,Left,Ayeletnnv,Ayeletnnv,רציתי לכתוב שהנה רק כתבתי שזה מתחיל....ושני פעוטות טבעו. ואז גיליתי שאחד מהם הוא בנם של חברים אהובים ויקרים והדמעות זולגות מעצמן. אנא התפללו לרפואת דקל בן רבקה. הוא זקוק לתפילות של כולנו 😥 https://t.co/8b0QtvsEAX,0,0.9732931
2019-05-10 19:18:34+00:00,free_mentions,Avoda,Left,Likud,Right,Ayeletnnv,regev_miri,"@RegevGur מקסים רגב, ריגשת אותי. מתגעגעת לסופי השבוע שסבתא שרה הייתה באה לישון אצלנו 💜",0,0.92581177
2019-05-10 09:15:15+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,YossiYonah,@dandayan @ISEFFoundation מדהימה באמת @YossiYonah ו @Meravbenari הם בוגרים,0,0.95703906
2019-05-10 09:15:15+00:00,user_mentions,Avoda,Left,Culanu,Right,Ayeletnnv,Meravbenari,@dandayan @ISEFFoundation מדהימה באמת @YossiYonah ו @Meravbenari הם בוגרים,0,0.95703906
2019-05-09 19:55:48+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@bokeralmog טוב לדעת כי נטיית הלב שלי היא לא ללכת להצגות כאלה....,0,0.96345997
2019-05-09 14:34:12+00:00,user_mentions,Avoda,Left,Yamin Hadash,Right,Ayeletnnv,Shuli_MR,@Shuli_MR שמחה גדולה 💜💜💜💜🇮🇱,0,0.9879094
2019-05-09 10:22:16+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,מורידה את הציוצ בעקבות הדיווח של @SteinmanTamir על התגובה של ילדי העוטף. נשמע אידיוטי אולי אבל זאת כרגע הדרך שלי להזדהות איתם 💜 https://t.co/9vflWKMHkj,0,0.90952724
2019-05-09 10:20:45+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@SteinmanTamir כיווצת את ליבי. מורידה את הציוצ שלי על המטס. זה לא מתאים אם הם ככה 😥,1,0.79263324
2019-05-09 06:48:36+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@israeli_falcon @alisaripel 😁🇮🇱😁🇮🇱 הילדים שלי קצת פחות מעורבבים כי שנינו באים ממשפחות שנמצאות כאן 100 שנים ויותר אבל מזל שיש את יוון שנשפכה היטב היטב לתוך הסיר הזה💪,1,0.7594063
2019-05-08 20:47:45+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@shelleytap @tasmc1 וואו מרגש שלי 💜,0,0.96159923
2019-05-08 15:52:39+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,אילניתי באופן משונה גדלתי בשורה הזאת מאז הביאה אותי אמא שלי בגיל 15.ראיתי ילדים גדלים מתחתנים יולדים.גם את עצמי.ראיתי את ההורים קמלים ואט אט נעלמים.ככ פחדתי היום חלילה לא למצוא גם את שרה.והיא מדהימה ובירכה אותי ולא הפסיקה. אז גדלתי בשורה הזאת אבל אצלנו במשפחה החיים היו חזקים מהכל,1,0.6321242
2019-05-08 15:46:29+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,"אחרון לזיכרון.הדקות של סוף היום הזה נוקפות לאט כמו צום יום הכיפורים. היממה האחרונה הייתה מרגשת מאוד.גידי מתיכון חדש ומהגרעין סיפר לי היום מה היה בצבא.זה היה קשה אבל העמיד את יוסי באור שחשבתי-חדור מוטיבציה,אוהב העם והארץ.אולי היום היה ניצל.אולי לא. יוסי,דוד שלי מוצלח 😥 https://t.co/CQZ7lm2MFH",1,0.86657256
2019-05-08 13:18:42+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,"@HagariMagen @vandersister @naamutzi הגר יקרה תודה 💜 אני חושבת שזה היה כך כי מדובר בתקופה אחרת. המשפחה שלי הייתה מאוד מוכרת בתל אביב כך שיותר מכל דבר אחר הם כנראה תפסו את ההסתרה כניסיון לגונן עלי. שנים לא הבנתי,היו תקופות שכעסתי,אני לגמרי סלחנית היום.הכא",0,0.9752553
2019-05-08 10:00:21+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,cabel_eitan,@cabel_eitan מרגש 🙏😥,0,0.918361
2019-05-07 16:54:27+00:00,user_mentions,Avoda,Left,Yamin Hadash,Right,Ayeletnnv,Shuli_MR,@Shuli_MR מחבקת חזק 😥,0,0.921116
2019-05-06 17:43:24+00:00,user_mentions,Avoda,Left,Yamin Hadash,Right,Ayeletnnv,Shuli_MR,@Shuli_MR מרגש שולו 💜😥,0,0.918361
2019-05-06 16:57:39+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@myonys @naamutzi מקסימה ומרגשת.גדלתי בבית של נשים בדיאטה כולן רחבות וגבוהות  (אני לא גבוהה את בטח יודעת 😁) וסבתא שלי הייתה ונותרה אחת הנשים הכי יפות ומרשימות שהכרתי. חיבוק,0,0.8196901
2019-05-06 16:10:12+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@RimonRan @zviashkenazi @RahavRan צבי.רן בסדר גמור אפילו.מהטובים שיש כאן.אני גם בסדר.מזג האויר הזה לא מוצא חן בעיני אבל אמא שלי הסכימה לשמור בערב יום העצמאות.אז מה לי כי אלין.איילת,1,0.99799275
2019-05-06 08:12:25+00:00,free_mentions,Avoda,Left,Likud,Right,Ayeletnnv,IsraeliPM,@DoronHorowitz ברור שהגבתי על זה כולל מול נתניהו שלא ביקר שם. איזו שאלה בכלל.,1,0.9683294
2019-05-06 08:12:25+00:00,free_mentions,Avoda,Left,Likud,Right,Ayeletnnv,netanyahu,@DoronHorowitz ברור שהגבתי על זה כולל מול נתניהו שלא ביקר שם. איזו שאלה בכלל.,1,0.9683294
2019-05-05 18:06:14+00:00,user_mentions,Avoda,Left,Yesh Atid,Center,Ayeletnnv,idanroll,@swissailanit @nolaori @idanroll אני מחכה לכן גם פה. היום הזכרתי את רננוש בערוץ 1 וסליחה מתוקה אמא הודיעה לכולנו שמוצה זמן המסך שלך עד גיל 30 😁😥💜,0,0.8279231
2019-05-05 09:13:15+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,"@Irisleal15 וואו תודה שהודית שאני לא צבועה, הבעיה שלכם זאת הישירות שלי.  היא מכאיבה.  אבל איבדת אותי בבגידה. שיהיה לך יום טוב ותפסיקי להטיף לי, או לא. עכשיו תחווי את הצד הפחות מוכר לי והוא שיותר ממש אבל ממש לא אכפת לי מה את חושבת עלי.",1,0.5532962
2019-05-04 17:26:41+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,cabel_eitan,@peled_barak @cabel_eitan 💜,0,0.7236925
2019-05-04 08:03:39+00:00,quoted_status,Avoda,Left,Avoda,Left,Ayeletnnv,Ayeletnnv,"ובעיתוי ״מושלם״ שוב מצב קשה בעוטף. כמה מפתיע 😥 חושבת על @swissailanit ששלחה את רננה השבוע לישון אצל חברה ואני הרגעתי אותה שתשחרר,אבל כל כך ברור למה אנחנו מבקשים אותם קרוב לטבור כשהמצב כל כך בעייתי. חיבוק @ShaiCohen13 @ZviKufeld @devorah555 https://t.co/IMpdN8MXK8",0,0.85499287
2019-05-04 08:00:49+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,@zviashkenazi גם שלי 😥,0,0.8980702
2019-05-03 17:33:13+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,cabel_eitan,@schaingarte @cabel_eitan תודה פינגווינית 🙏,0,0.9758911
2019-05-03 17:32:55+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,cabel_eitan,@cabel_eitan כפרעליך 😂,0,0.7236925
2019-05-03 17:20:11+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,cabel_eitan,@niv_shai @cabel_eitan צודק 😉,0,0.9422477
2019-05-03 16:47:14+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,cabel_eitan,"@cabel_eitan נשמה, למרות החשש שתעוף על עצמך באופן מסכן חיים 😁 אתה באמת אחד החכים הכי טובים שהיו בבית ולא רק בפרוצדורה 💜",0,0.67122203
2019-05-03 16:10:07+00:00,user_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,cabel_eitan,@cabel_eitan 💜,0,0.7236925
2019-05-03 12:04:56+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,"טוב זה היה יום מוזר.... בישלתי והיה כיף והלכנו לחברים והיה ממש נחמד, ואז היה געגוע חונק כזה וקפצתי לבית הקברות לבקר את אבא שלי ואז באתי הבייתה והשומשומיות לאסף יצאו מופלאות אז חזר לי החיוך.בקיצור, סלט של רגשות.שבת שלום https://t.co/tioIlyv2Aw",1,0.57853025
2019-05-02 17:47:29+00:00,user_mentions,Avoda,Left,Likud,Right,Ayeletnnv,yoavgallant,@lee_yaron @yoavgallant 💜,0,0.7236925
2019-05-02 17:21:20+00:00,user_mentions,Avoda,Left,Likud,Right,Ayeletnnv,yoavgallant,@lee_yaron @yoavgallant וכמובן כל הכבוד לך @lee_yaron שאינך מותירה לבד את אלה הזקוקים להושטת היד שלנו 🙏,0,0.9759615
2019-05-02 17:20:28+00:00,user_mentions,Avoda,Left,Likud,Right,Ayeletnnv,yoavgallant,@lee_yaron @yoavgallant בדיוק כפי שהערכתי. טוב וראוי עשה השר גלנט. אבסורד שזה הגיע עד כאן https://t.co/KxRHPX3vqP,0,0.756846
2019-05-02 17:20:28+00:00,free_mentions,Avoda,Left,Likud,Right,Ayeletnnv,yoavgallant,@lee_yaron @yoavgallant בדיוק כפי שהערכתי. טוב וראוי עשה השר גלנט. אבסורד שזה הגיע עד כאן https://t.co/KxRHPX3vqP,0,0.756846
2019-05-02 14:42:33+00:00,user_mentions,Avoda,Left,Likud,Right,Ayeletnnv,yoavgallant,טוב זה אחד הסיפורים המזעזעים ששמעתי לאחרונה. אני משוכנעת שהשר @yoavgallant (בעצמו בן לניצולת שואה) יעשה מאמץ למצוא פיתרון. https://t.co/Yc6vCDKGvd,1,0.9158709
2019-05-02 13:25:53+00:00,quoted_status,Avoda,Left,Avoda,Left,Ayeletnnv,Ayeletnnv,"ושכחתי לספר על כל השורדים שהיו סמוכים אל שולחנה של הסבתא רשל. זכורה לי באהבה פלור מטלון.אישה גדולה עם סבר פנים מתוק שהייתה מגלגלת בשבילנו באצבעות עדינות פיד׳אוס (פיד׳ה,פסטה) למרק ״צרפתי״.ואז היו מתלחשים על כך שדודה פלור לא יכולה ללדת בגלל מה שעשו לה ״שם״😥 ואנחנו היינו לה למשפחה https://t.co/W9Cu04DOKB",0,0.66696626
2019-05-02 08:39:44+00:00,user_mentions,Avoda,Left,Likud,Right,Ayeletnnv,YuliEdelstein,"&gt;היהודים אהבו את יוון למרות האנטישמיות.זאת תרבות שזורמת בדם.בביקור הרשמי הראשון עם @YuliEdelstein אמר לנו הנשיא Pavlopoulous שאני חברת פרלמנט בישראל אבל גם ״Hellenica״. ביום הקשה הזה,הלב שלי נמצא גם בסלוניקי,בכיכר ״החופש״ שבה יהודי הקהילה ספגו התעללות איומה לפני האקציה. נזכור 😥",1,0.9597632
2019-05-02 08:39:44+00:00,free_mentions,Avoda,Left,Avoda,Left,Ayeletnnv,Syechimovich,"&gt;היהודים אהבו את יוון למרות האנטישמיות.זאת תרבות שזורמת בדם.בביקור הרשמי הראשון עם @YuliEdelstein אמר לנו הנשיא Pavlopoulous שאני חברת פרלמנט בישראל אבל גם ״Hellenica״. ביום הקשה הזה,הלב שלי נמצא גם בסלוניקי,בכיכר ״החופש״ שבה יהודי הקהילה ספגו התעללות איומה לפני האקציה. נזכור 😥",1,0.9597632
